                  上证50 (000016) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	 
 2011/10/18	 1742.09	 1746.97	 1705.92	 1709.28	       15433243	    1739.17	    1711.05	    1733.49	    1816.45	    1912.77	    1995.36	           	           	           	           	     -22.57	     -29.42	      13.69	15433243.00	18259116.00	16104642.00	
 2011/10/19	 1715.15	 1729.23	 1706.56	 1708.95	       12019613	    1733.49	    1712.36	    1729.58	    1811.80	    1909.08	    1993.83	           	           	           	           	     -22.34	     -28.00	      11.33	12019613.00	15206315.00	16089860.00	
 2011/10/20	 1698.78	 1702.74	 1660.89	 1674.03	       15354191	    1718.91	    1710.81	    1724.30	    1806.64	    1905.31	    1992.02	           	           	           	           	     -24.68	     -27.34	       5.30	15354191.00	14056783.00	16271990.00	
 2011/10/21	 1675.78	 1691.97	 1670.21	 1676.10	       12411518	    1705.08	    1709.97	    1718.86	    1801.88	    1901.62	    1990.08	           	           	           	           	     -26.08	     -27.08	       2.02	12411518.00	13842721.00	16164463.00	
 2011/10/24	 1683.71	 1732.73	 1677.72	 1729.03	       21147410	    1699.48	    1715.94	    1717.82	    1797.95	    1898.42	    1987.98	           	           	           	           	     -22.65	     -26.20	       7.10	21147410.00	15273195.00	17134312.00	
 2011/10/25	 1726.15	 1758.25	 1714.41	 1751.68	       22395284	    1707.96	    1723.56	    1717.53	    1795.32	    1895.42	    1986.02	           	           	           	           	     -17.90	     -24.54	      13.28	22395284.00	16665603.00	17462360.00	
 2011/10/26	 1744.34	 1784.97	 1742.51	 1765.63	       26964188	    1719.29	    1726.39	    1715.39	    1792.84	    1892.52	    1983.97	           	           	           	           	     -12.86	     -22.20	      18.69	26964188.00	19654518.00	17430416.00	
 2011/10/27	 1770.38	 1779.52	 1765.00	 1774.51	       17112432	    1739.39	    1729.15	    1716.58	    1790.44	    1889.69	    1981.93	           	           	           	           	      -8.06	     -19.37	      22.63	17112432.00	20006166.00	17031474.00	
 2011/10/28	 1800.87	 1827.02	 1796.75	 1807.06	       29939992	    1765.58	    1735.33	    1719.92	    1788.89	    1887.61	    1980.18	           	           	           	           	      -1.61	     -15.82	      28.43	29939992.00	23511862.00	18677290.00	
 2011/10/31	 1802.84	 1804.65	 1783.87	 1792.05	       17449738	    1778.19	    1738.83	    1725.03	    1786.95	    1885.46	    1978.42	           	           	           	           	       2.27	     -12.20	      28.94	17449738.00	22772326.00	19022760.00	
 2011/11/01	 1777.46	 1817.01	 1774.66	 1795.39	       19116512	    1786.93	    1747.44	    1729.25	    1785.04	    1883.44	    1976.42	           	           	           	           	       5.55	      -8.65	      28.40	19116512.00	22116572.00	19391088.00	
 2011/11/02	 1769.67	 1826.50	 1767.07	 1825.45	       22480138	    1798.89	    1759.09	    1735.73	    1783.89	    1881.68	    1974.64	           	           	           	           	      10.45	      -4.83	      30.56	22480138.00	21219762.00	20437140.00	
 2011/11/03	 1831.14	 1842.77	 1817.84	 1819.04	       27006072	    1807.80	    1773.59	    1742.20	    1782.66	    1879.69	    1973.01	           	           	           	           	      13.66	      -1.13	      29.59	27006072.00	23198490.00	21602328.00	
 2011/11/04	 1837.83	 1843.95	 1823.57	 1831.75	       20621640	    1812.74	    1789.16	    1749.56	    1781.60	    1877.88	    1971.44	           	           	           	           	      17.03	       2.50	      29.07	20621640.00	21334820.00	22423340.00	
 2011/11/07	 1822.94	 1831.18	 1807.60	 1809.80	       14762363	    1816.29	    1797.24	    1756.59	    1780.93	    1876.12	    1969.92	           	           	           	           	      17.73	       5.55	      24.37	14762363.00	20797344.00	21784836.00	
 2011/11/08	 1815.87	 1824.78	 1806.23	 1808.61	       16541325	    1818.93	    1802.93	    1763.25	    1781.16	    1874.17	    1968.20	           	           	           	           	      17.98	       8.03	      19.89	16541325.00	20282308.00	21199440.00	
 2011/11/09	 1816.96	 1827.78	 1799.31	 1821.76	       15698569	    1818.19	    1808.54	    1767.47	    1781.49	    1872.52	    1966.56	           	           	           	           	      19.02	      10.23	      17.58	15698569.00	18925994.00	20072878.00	
 2011/11/10	 1801.06	 1806.33	 1781.15	 1781.91	       17430388	    1810.77	    1809.28	    1769.21	    1780.95	    1870.42	    1964.79	           	           	           	           	      16.44	      11.47	       9.93	17430388.00	17010856.00	20104674.00	
 2011/11/11	 1785.55	 1792.47	 1773.25	 1779.51	       11708221	    1800.32	    1806.53	    1770.93	    1779.94	    1868.13	    1962.89	           	           	           	           	      14.04	      11.99	       4.11	11708221.00	15228173.00	18281496.00	
 2011/11/14	 1795.81	 1820.18	 1792.32	 1816.06	       15535637	    1801.57	    1808.93	    1773.88	    1779.57	    1866.22	    1961.03	           	           	           	           	      14.91	      12.57	       4.68	15535637.00	15382828.00	18090086.00	
 2011/11/15	 1812.98	 1816.79	 1801.09	 1808.18	       12821976	    1801.48	    1810.21	    1778.83	    1778.50	    1864.18	    1959.11	           	           	           	           	      14.80	      13.02	       3.57	12821976.00	14638958.00	17460632.00	
 2011/11/16	 1807.20	 1807.78	 1746.77	 1755.42	       18744140	    1788.22	    1803.20	    1781.15	    1776.71	    1862.20	    1957.10	           	           	           	           	      10.33	      12.48	      -4.29	18744140.00	15248072.00	17087034.00	
 2011/11/17	 1757.49	 1763.62	 1746.85	 1748.45	       11045416	    1781.52	    1796.15	    1784.87	    1774.88	    1860.14	    1955.19	           	           	           	           	       6.16	      11.22	     -10.11	11045416.00	13971078.00	15490968.00	
 2011/11/18	 1735.99	 1743.97	 1716.70	 1720.76	       13167270	    1769.77	    1785.05	    1787.10	    1773.14	    1858.06	    1953.06	           	           	           	           	       0.61	       9.09	     -16.97	13167270.00	14262888.00	14745530.00	
 2011/11/21	 1722.91	 1725.43	 1706.58	 1721.39	        9377582	    1750.84	    1776.21	    1786.72	    1771.73	    1855.95	    1951.42	           	           	           	           	      -3.69	       6.54	     -20.46	 9377582.00	13031277.00	14207052.00	
 2011/11/22	 1710.98	 1724.40	 1705.20	 1722.23	        9385457	    1733.65	    1767.57	    1785.25	    1770.59	    1853.83	    1949.81	           	           	           	           	      -6.96	       3.84	     -21.59	 9385457.00	12343973.00	13491466.00	
 2011/11/23	 1724.36	 1726.67	 1697.16	 1701.06	        9955157	    1722.78	    1755.50	    1782.02	    1768.59	    1851.50	    1948.48	           	           	           	           	     -11.12	       0.85	     -23.94	 9955157.00	10586176.00	12917124.00	
 2011/11/24	 1688.78	 1716.05	 1685.90	 1704.69	        9665786	    1714.03	    1747.78	    1778.53	    1766.89	    1848.95	    1947.25	           	           	           	           	     -13.97	      -2.12	     -23.70	 9665786.00	10310250.00	12140664.00	
 2011/11/25	 1701.69	 1709.08	 1686.99	 1691.67	        7423627	    1708.21	    1738.99	    1772.76	    1763.78	    1846.36	    1945.86	           	           	           	           	     -17.08	      -5.11	     -23.94	 7423627.00	 9161522.00	11712205.00	
 2011/11/28	 1698.30	 1707.17	 1689.06	 1693.67	        7888404	    1702.66	    1726.75	    1767.84	    1760.73	    1844.11	    1944.48	           	           	           	           	     -19.16	      -7.92	     -22.48	 7888404.00	 8863686.00	10947482.00	
 2011/11/29	 1708.18	 1717.55	 1699.17	 1716.09	        9754909	    1701.44	    1717.54	    1763.88	    1758.72	    1841.96	    1943.27	           	           	           	           	     -18.79	     -10.09	     -17.39	 9754909.00	 8937577.00	10640775.00	
 2011/11/30	 1709.35	 1712.70	 1657.63	 1662.75	       14433323	    1693.77	    1708.28	    1755.74	    1755.85	    1839.27	    1941.99	           	           	           	           	     -22.53	     -12.58	     -19.91	14433323.00	 9833210.00	10209693.00	
 2011/12/01	 1717.72	 1745.93	 1708.12	 1713.05	       27007356	    1695.45	    1704.74	    1750.44	    1753.71	    1837.04	    1940.79	           	           	           	           	     -21.20	     -14.30	     -13.79	27007356.00	13301524.00	11805887.00	
 2011/12/02	 1705.31	 1711.50	 1692.42	 1704.46	       11264237	    1698.00	    1703.11	    1744.08	    1751.44	    1835.02	    1939.44	           	           	           	           	     -20.60	     -15.56	     -10.07	11264237.00	14069646.00	11615584.00	
 2011/12/05	 1708.96	 1711.91	 1688.55	 1694.50	       12438514	    1698.17	    1700.42	    1738.31	    1749.34	    1832.88	    1938.14	           	           	           	           	     -20.69	     -16.59	      -8.20	12438514.00	14979668.00	11921677.00	
 2011/12/06	 1690.46	 1697.61	 1681.59	 1689.01	        9770043	    1692.75	    1697.09	    1732.33	    1747.71	    1830.74	    1936.85	           	           	           	           	     -20.96	     -17.46	      -6.99	 9770043.00	14982695.00	11960136.00	
 2011/12/07	 1691.44	 1706.95	 1687.76	 1702.45	        8948663	    1700.69	    1697.23	    1726.37	    1746.43	    1828.51	    1935.74	           	           	           	           	     -19.86	     -17.94	      -3.84	 8948663.00	13885763.00	11859486.00	
 2011/12/08	 1701.29	 1716.27	 1684.76	 1701.68	        9668597	    1698.42	    1696.93	    1722.35	    1744.56	    1826.42	    1934.61	           	           	           	           	     -18.84	     -18.12	      -1.43	 9668597.00	10418011.00	11859767.00	
 2011/12/09	 1690.05	 1702.82	 1687.85	 1692.06	        8058700	    1695.94	    1696.97	    1717.98	    1742.76	    1824.46	    1933.39	           	           	           	           	     -18.59	     -18.21	      -0.74	 8058700.00	 9776903.00	11923275.00	
 2011/12/12	 1689.72	 1692.53	 1677.49	 1678.70	        7647060	    1692.78	    1695.47	    1711.11	    1740.73	    1822.52	    1932.07	           	           	           	           	     -19.24	     -18.42	      -1.65	 7647060.00	 8818613.00	11899140.00	
 2011/12/13	 1671.84	 1676.70	 1643.90	 1645.81	       13306577	    1684.14	    1688.45	    1702.99	    1738.44	    1820.36	    1930.52	           	           	           	           	     -22.16	     -19.17	      -5.99	13306577.00	 9525919.00	12254307.00	
 2011/12/14	 1643.02	 1654.88	 1633.56	 1637.01	        8813060	    1671.05	    1685.87	    1697.07	    1735.93	    1817.97	    1928.89	           	           	           	           	     -24.90	     -20.31	      -9.17	 8813060.00	 9498799.00	11692281.00	
 2011/12/15	 1626.69	 1632.75	 1598.38	 1599.01	       12535118	    1650.52	    1674.47	    1689.60	    1732.92	    1815.26	    1927.21	           	           	           	           	     -29.79	     -22.21	     -15.16	12535118.00	10072103.00	10245057.00	
 2011/12/16	 1598.07	 1629.97	 1594.29	 1629.00	       13261997	    1637.91	    1666.92	    1685.01	    1730.32	    1812.58	    1925.74	           	           	           	           	     -30.89	     -23.95	     -13.89	13261997.00	11112762.00	10444833.00	
 2011/12/19	 1615.95	 1627.47	 1584.30	 1625.26	       13820488	    1627.22	    1660.00	    1680.21	    1728.25	    1809.48	    1924.15	           	           	           	           	     -31.70	     -25.50	     -12.41	13820488.00	12347448.00	10583030.00	
 2011/12/20	 1619.80	 1646.73	 1617.28	 1624.44	       12108649	    1622.94	    1653.54	    1675.32	    1726.03	    1806.40	    1922.35	           	           	           	           	     -32.04	     -26.81	     -10.47	12108649.00	12107862.00	10816891.00	
 2011/12/21	 1637.37	 1643.84	 1602.50	 1604.25	       11904536	    1616.39	    1643.72	    1670.48	    1722.63	    1803.15	    1920.49	           	           	           	           	     -33.55	     -28.15	     -10.79	11904536.00	12726158.00	11112478.00	
 2011/12/22	 1597.31	 1618.70	 1584.15	 1608.24	       14267739	    1618.24	    1634.38	    1665.66	    1720.26	    1800.21	    1918.71	           	           	           	           	     -34.03	     -29.33	      -9.40	14267739.00	13072682.00	11572392.00	
 2011/12/23	 1606.29	 1632.54	 1602.88	 1617.94	       11340570	    1616.03	    1626.97	    1661.97	    1718.22	    1797.12	    1917.03	           	           	           	           	     -33.25	     -30.11	      -6.27	11340570.00	12688396.00	11900579.00	
 2011/12/26	 1608.52	 1621.94	 1600.50	 1601.47	        9966687	    1611.27	    1619.24	    1657.36	    1716.74	    1793.91	    1915.31	           	           	           	           	     -33.57	     -30.80	      -5.53	 9966687.00	11917636.00	12132542.00	
 2011/12/27	 1599.41	 1613.96	 1589.09	 1590.99	        9569049	    1604.58	    1613.76	    1651.10	    1714.74	    1790.22	    1913.68	           	           	           	           	     -34.27	     -31.50	      -5.55	 9569049.00	11409716.00	11758789.00	
 2011/12/28	 1586.22	 1596.70	 1571.51	 1594.84	       12078006	    1602.70	    1609.54	    1647.71	    1713.06	    1786.60	    1911.86	           	           	           	           	     -34.13	     -32.02	      -4.21	12078006.00	11444410.00	12085284.00	
 2011/12/29	 1588.04	 1604.20	 1586.14	 1596.59	       10474705	    1600.37	    1609.30	    1641.89	    1711.51	    1783.09	    1910.16	           	           	           	           	     -33.49	     -32.32	      -2.34	10474705.00	10685803.00	11879243.00	
 2011/12/30	 1602.32	 1620.40	 1602.32	 1617.61	       13122202	    1600.30	    1608.16	    1637.54	    1710.39	    1779.86	    1908.56	           	           	           	           	     -30.92	     -32.04	       2.23	13122202.00	11042130.00	11865263.00	
 2012/01/04	 1628.17	 1631.26	 1594.42	 1595.12	       12822705	    1599.03	    1605.15	    1632.57	    1709.16	    1776.36	    1906.88	           	           	           	           	     -30.36	     -31.70	       2.69	12822705.00	11613333.00	11765485.00	
 2012/01/05	 1591.24	 1622.84	 1590.54	 1596.59	       18078364	    1600.15	    1602.36	    1627.95	    1707.84	    1772.91	    1905.36	           	           	           	           	     -29.45	     -31.25	       3.60	18078364.00	13315196.00	12362456.00	
 2012/01/06	 1595.73	 1609.21	 1588.60	 1608.36	       13869973	    1602.85	    1602.78	    1623.25	    1705.69	    1769.91	    1903.99	           	           	           	           	     -27.47	     -30.50	       6.05	13869973.00	13673590.00	12559000.00	
 2012/01/09	 1608.49	 1659.58	 1598.39	 1659.05	       21627580	    1615.35	    1607.86	    1621.12	    1704.23	    1767.08	    1902.82	           	           	           	           	     -21.56	     -28.71	      14.30	21627580.00	15904165.00	13294984.00	
